,Date,Area,Rain
2182,1972-11-01,Hardwar,7.395
2183,1972-12-01,Hardwar,3.945
2184,1973-01-01,Hardwar,25.013
2185,1973-02-01,Hardwar,15.335
2186,1973-03-01,Hardwar,14.236
2187,1973-04-01,Hardwar,0.391
2188,1973-05-01,Hardwar,19.408
2189,1973-06-01,Hardwar,112.152
2190,1973-07-01,Hardwar,153.629
2191,1973-08-01,Hardwar,329.45
2192,1973-09-01,Hardwar,97.25
2193,1973-10-01,Hardwar,35.625
2194,1973-11-01,Hardwar,0.0
2195,1973-12-01,Hardwar,6.01
2196,1974-01-01,Hardwar,9.71
2197,1974-02-01,Hardwar,8.466
2198,1974-03-01,Hardwar,4.231
2199,1974-04-01,Hardwar,1.384
2200,1974-05-01,Hardwar,12.515
2201,1974-06-01,Hardwar,50.058
2202,1974-07-01,Hardwar,259.196
2203,1974-08-01,Hardwar,140.18
2204,1974-09-01,Hardwar,18.046
2205,1974-10-01,Hardwar,6.52
2206,1974-11-01,Hardwar,0.0
2207,1974-12-01,Hardwar,16.432
2208,1975-01-01,Hardwar,44.517
2209,1975-02-01,Hardwar,20.281
2210,1975-03-01,Hardwar,17.564
2211,1975-04-01,Hardwar,0.776
2212,1975-05-01,Hardwar,3.614
2213,1975-06-01,Hardwar,106.353
2214,1975-07-01,Hardwar,363.958
2215,1975-08-01,Hardwar,256.435
2216,1975-09-01,Hardwar,230.076
2217,1975-10-01,Hardwar,13.026
2218,1975-11-01,Hardwar,0.0
2219,1975-12-01,Hardwar,0.0
2220,1976-01-01,Hardwar,6.088
2221,1976-02-01,Hardwar,36.756
2222,1976-03-01,Hardwar,11.241
2223,1976-04-01,Hardwar,14.26
2224,1976-05-01,Hardwar,22.407
2225,1976-06-01,Hardwar,80.21
2226,1976-07-01,Hardwar,240.754
2227,1976-08-01,Hardwar,565.814
2228,1976-09-01,Hardwar,101.872
2229,1976-10-01,Hardwar,10.888
2230,1976-11-01,Hardwar,0.0
2231,1976-12-01,Hardwar,0.645
2232,1977-01-01,Hardwar,28.587
2233,1977-02-01,Hardwar,1.929
2234,1977-03-01,Hardwar,1.305
2235,1977-04-01,Hardwar,25.888
2236,1977-05-01,Hardwar,49.099
2237,1977-06-01,Hardwar,107.046
2238,1977-07-01,Hardwar,301.013
2239,1977-08-01,Hardwar,173.878
2240,1977-09-01,Hardwar,98.199
2241,1977-10-01,Hardwar,22.608
2242,1977-11-01,Hardwar,0.271
2243,1977-12-01,Hardwar,12.753
2244,1978-01-01,Hardwar,5.24
2245,1978-02-01,Hardwar,12.949
2246,1978-03-01,Hardwar,38.811
2247,1978-04-01,Hardwar,7.876
2248,1978-05-01,Hardwar,2.426
2249,1978-06-01,Hardwar,102.599
2250,1978-07-01,Hardwar,239.342
2251,1978-08-01,Hardwar,389.801
2252,1978-09-01,Hardwar,175.958
2253,1978-10-01,Hardwar,3.527
2254,1978-11-01,Hardwar,5.413
2255,1978-12-01,Hardwar,4.699
2256,1979-01-01,Hardwar,19.39
2257,1979-02-01,Hardwar,35.44
2258,1979-03-01,Hardwar,25.833
2259,1979-04-01,Hardwar,7.84
2260,1979-05-01,Hardwar,31.323
2261,1979-06-01,Hardwar,60.214
2262,1979-07-01,Hardwar,168.587
2263,1979-08-01,Hardwar,145.126
2264,1979-09-01,Hardwar,45.407
2265,1979-10-01,Hardwar,5.013
2266,1979-11-01,Hardwar,17.315
2267,1979-12-01,Hardwar,5.184
2268,1980-01-01,Hardwar,9.585
2269,1980-02-01,Hardwar,12.643
2270,1980-03-01,Hardwar,27.794
2271,1980-04-01,Hardwar,4.251
2272,1980-05-01,Hardwar,5.133
2273,1980-06-01,Hardwar,144.514
2274,1980-07-01,Hardwar,547.002
2275,1980-08-01,Hardwar,365.238
2276,1980-09-01,Hardwar,188.388
2277,1980-10-01,Hardwar,18.046
2278,1980-11-01,Hardwar,4.296
2279,1980-12-01,Hardwar,6.377
2280,1981-01-01,Hardwar,55.36
2281,1981-02-01,Hardwar,15.06
2282,1981-03-01,Hardwar,36.869
2283,1981-04-01,Hardwar,1.068
2284,1981-05-01,Hardwar,13.531
2285,1981-06-01,Hardwar,79.102
2286,1981-07-01,Hardwar,437.938
2287,1981-08-01,Hardwar,114.053
2288,1981-09-01,Hardwar,53.201
2289,1981-10-01,Hardwar,5.264
2290,1981-11-01,Hardwar,38.239
2291,1981-12-01,Hardwar,3.518
2292,1982-01-01,Hardwar,27.738
2293,1982-02-01,Hardwar,8.452
2294,1982-03-01,Hardwar,66.699
2295,1982-04-01,Hardwar,26.126
2296,1982-05-01,Hardwar,43.921
2297,1982-06-01,Hardwar,37.405
2298,1982-07-01,Hardwar,164.306
2299,1982-08-01,Hardwar,375.505
2300,1982-09-01,Hardwar,33.841
2301,1982-10-01,Hardwar,9.149
2302,1982-11-01,Hardwar,10.075
2303,1982-12-01,Hardwar,14.515
2304,1983-01-01,Hardwar,58.184
2305,1983-02-01,Hardwar,16.457
2306,1983-03-01,Hardwar,19.781
2307,1983-04-01,Hardwar,41.074
2308,1983-05-01,Hardwar,51.774
2309,1983-06-01,Hardwar,91.903
2310,1983-07-01,Hardwar,232.482
2311,1983-08-01,Hardwar,218.492
2312,1983-09-01,Hardwar,225.979
2313,1983-10-01,Hardwar,29.26
2314,1983-11-01,Hardwar,0.0
2315,1983-12-01,Hardwar,6.688
2316,1984-01-01,Hardwar,6.659
2317,1984-02-01,Hardwar,56.168
2318,1984-03-01,Hardwar,5.358
2319,1984-04-01,Hardwar,19.518
2320,1984-05-01,Hardwar,1.063
2321,1984-06-01,Hardwar,86.774
2322,1984-07-01,Hardwar,280.635
2323,1984-08-01,Hardwar,243.017
2324,1984-09-01,Hardwar,85.967
2325,1984-10-01,Hardwar,0.828
2326,1984-11-01,Hardwar,0.0
2327,1984-12-01,Hardwar,9.736
2328,1985-01-01,Hardwar,14.61
2329,1985-02-01,Hardwar,1.268
2330,1985-03-01,Hardwar,1.845
2331,1985-04-01,Hardwar,16.099
2332,1985-05-01,Hardwar,24.395
2333,1985-06-01,Hardwar,91.301
2334,1985-07-01,Hardwar,308.336
2335,1985-08-01,Hardwar,286.035
2336,1985-09-01,Hardwar,135.128
2337,1985-10-01,Hardwar,49.908
2338,1985-11-01,Hardwar,0.579
2339,1985-12-01,Hardwar,30.414
2340,1986-01-01,Hardwar,8.5
2341,1986-02-01,Hardwar,31.991
2342,1986-03-01,Hardwar,10.811
2343,1986-04-01,Hardwar,15.633
2344,1986-05-01,Hardwar,40.015
2345,1986-06-01,Hardwar,73.432
2346,1986-07-01,Hardwar,318.261
2347,1986-08-01,Hardwar,220.047
2348,1986-09-01,Hardwar,122.874
2349,1986-10-01,Hardwar,11.142
2350,1986-11-01,Hardwar,7.809
2351,1986-12-01,Hardwar,35.732
2352,1987-01-01,Hardwar,21.232
2353,1987-02-01,Hardwar,24.432
2354,1987-03-01,Hardwar,10.798
2355,1987-04-01,Hardwar,6.959
2356,1987-05-01,Hardwar,41.914
2357,1987-06-01,Hardwar,23.932
2358,1987-07-01,Hardwar,55.179
2359,1987-08-01,Hardwar,171.297
2360,1987-09-01,Hardwar,40.372
2361,1987-10-01,Hardwar,5.079
2362,1987-11-01,Hardwar,0.0
2363,1987-12-01,Hardwar,5.504
2364,1988-01-01,Hardwar,5.924
2365,1988-02-01,Hardwar,22.679
2366,1988-03-01,Hardwar,25.157
2367,1988-04-01,Hardwar,13.591
2368,1988-05-01,Hardwar,10.35
2369,1988-06-01,Hardwar,72.594
2370,1988-07-01,Hardwar,366.069
2371,1988-08-01,Hardwar,350.541
2372,1988-09-01,Hardwar,135.191
2373,1988-10-01,Hardwar,6.45
2374,1988-11-01,Hardwar,0.619
2375,1988-12-01,Hardwar,15.584
2376,1989-01-01,Hardwar,55.738
2377,1989-02-01,Hardwar,8.091
2378,1989-03-01,Hardwar,20.129
2379,1989-04-01,Hardwar,1.069
2380,1989-05-01,Hardwar,13.092
2381,1989-06-01,Hardwar,79.758
2382,1989-07-01,Hardwar,228.993
2383,1989-08-01,Hardwar,209.418
2384,1989-09-01,Hardwar,93.008
2385,1989-10-01,Hardwar,3.227
2386,1989-11-01,Hardwar,7.429
2387,1989-12-01,Hardwar,5.586
2388,1990-01-01,Hardwar,1.196
2389,1990-02-01,Hardwar,48.294
2390,1990-03-01,Hardwar,28.192
2391,1990-04-01,Hardwar,8.192
2392,1990-05-01,Hardwar,31.438
2393,1990-06-01,Hardwar,62.215
2394,1990-07-01,Hardwar,313.822
2395,1990-08-01,Hardwar,324.433
2396,1990-09-01,Hardwar,177.359
2397,1990-10-01,Hardwar,8.385
2398,1990-11-01,Hardwar,12.97
2399,1990-12-01,Hardwar,36.989
2400,1991-01-01,Hardwar,1.504
2401,1991-02-01,Hardwar,27.912
2402,1991-03-01,Hardwar,14.324
2403,1991-04-01,Hardwar,22.322
2404,1991-05-01,Hardwar,33.993
2405,1991-06-01,Hardwar,71.6
2406,1991-07-01,Hardwar,77.781
2407,1991-08-01,Hardwar,326.479
2408,1991-09-01,Hardwar,67.983
2409,1991-10-01,Hardwar,0.902
2410,1991-11-01,Hardwar,11.763
2411,1991-12-01,Hardwar,10.757
2412,1992-01-01,Hardwar,26.647
2413,1992-02-01,Hardwar,39.121
2414,1992-03-01,Hardwar,8.516
2415,1992-04-01,Hardwar,7.471
2416,1992-05-01,Hardwar,23.815
2417,1992-06-01,Hardwar,48.936
2418,1992-07-01,Hardwar,159.352
2419,1992-08-01,Hardwar,268.335
2420,1992-09-01,Hardwar,88.758
2421,1992-10-01,Hardwar,9.145
2422,1992-11-01,Hardwar,35.204
2423,1992-12-01,Hardwar,0.214
2424,1993-01-01,Hardwar,16.492
2425,1993-02-01,Hardwar,14.38
2426,1993-03-01,Hardwar,10.63
2427,1993-04-01,Hardwar,8.089
2428,1993-05-01,Hardwar,24.109
2429,1993-06-01,Hardwar,173.864
2430,1993-07-01,Hardwar,290.909
2431,1993-08-01,Hardwar,117.833
2432,1993-09-01,Hardwar,211.772
2433,1993-10-01,Hardwar,0.097
2434,1993-11-01,Hardwar,0.0
2435,1993-12-01,Hardwar,0.0
2436,1994-01-01,Hardwar,11.944
2437,1994-02-01,Hardwar,3.537
2438,1994-03-01,Hardwar,17.773
2439,1994-04-01,Hardwar,8.494
2440,1994-05-01,Hardwar,37.473
2441,1994-06-01,Hardwar,54.397
2442,1994-07-01,Hardwar,303.847
2443,1994-08-01,Hardwar,277.182
2444,1994-09-01,Hardwar,84.256
2445,1994-10-01,Hardwar,1.516
2446,1994-11-01,Hardwar,0.0
2447,1994-12-01,Hardwar,2.639
2448,1995-01-01,Hardwar,39.125
2449,1995-02-01,Hardwar,46.111
2450,1995-03-01,Hardwar,43.678
2451,1995-04-01,Hardwar,8.075
2452,1995-05-01,Hardwar,1.933
2453,1995-06-01,Hardwar,64.1
2454,1995-07-01,Hardwar,189.254
2455,1995-08-01,Hardwar,425.419
2456,1995-09-01,Hardwar,193.695
2457,1995-10-01,Hardwar,1.663
2458,1995-11-01,Hardwar,14.501
2459,1995-12-01,Hardwar,0.735
2460,1996-01-01,Hardwar,35.367
2461,1996-02-01,Hardwar,28.66
2462,1996-03-01,Hardwar,10.82
2463,1996-04-01,Hardwar,5.879
2464,1996-05-01,Hardwar,20.166
2465,1996-06-01,Hardwar,182.756
2466,1996-07-01,Hardwar,190.682
2467,1996-08-01,Hardwar,326.681
2468,1996-09-01,Hardwar,164.351
2469,1996-10-01,Hardwar,17.899
2470,1996-11-01,Hardwar,0.0
2471,1996-12-01,Hardwar,0.069
2472,1997-01-01,Hardwar,19.388
2473,1997-02-01,Hardwar,6.49
2474,1997-03-01,Hardwar,10.836
2475,1997-04-01,Hardwar,37.491
2476,1997-05-01,Hardwar,31.638
2477,1997-06-01,Hardwar,162.984
2478,1997-07-01,Hardwar,168.082
2479,1997-08-01,Hardwar,201.829
2480,1997-09-01,Hardwar,61.892
2481,1997-10-01,Hardwar,34.495
2482,1997-11-01,Hardwar,18.5
2483,1997-12-01,Hardwar,7.909
2484,1998-01-01,Hardwar,6.482
2485,1998-02-01,Hardwar,26.345
2486,1998-03-01,Hardwar,33.079
2487,1998-04-01,Hardwar,19.648
2488,1998-05-01,Hardwar,11.319
2489,1998-06-01,Hardwar,31.277
2490,1998-07-01,Hardwar,267.039
2491,1998-08-01,Hardwar,309.206
2492,1998-09-01,Hardwar,95.592
2493,1998-10-01,Hardwar,37.14
2494,1998-11-01,Hardwar,8.54
2495,1998-12-01,Hardwar,0.141
2496,1999-01-01,Hardwar,17.206
2497,1999-02-01,Hardwar,5.077
2498,1999-03-01,Hardwar,2.15
2499,1999-04-01,Hardwar,0.168
2500,1999-05-01,Hardwar,17.188
2501,1999-06-01,Hardwar,95.493
2502,1999-07-01,Hardwar,97.244
2503,1999-08-01,Hardwar,112.766
2504,1999-09-01,Hardwar,120.185
2505,1999-10-01,Hardwar,14.679
2506,1999-11-01,Hardwar,0.03
2507,1999-12-01,Hardwar,5.04
2508,2000-01-01,Hardwar,16.958
2509,2000-02-01,Hardwar,40.476
2510,2000-03-01,Hardwar,9.527
2511,2000-04-01,Hardwar,2.459
2512,2000-05-01,Hardwar,22.4
2513,2000-06-01,Hardwar,140.211
2514,2000-07-01,Hardwar,246.859
2515,2000-08-01,Hardwar,209.35
2516,2000-09-01,Hardwar,56.355
2517,2000-10-01,Hardwar,0.097
2518,2000-11-01,Hardwar,1.748
2519,2000-12-01,Hardwar,5.301
2520,1971-01-01,Nainital,19.633
2521,1971-02-01,Nainital,19.003
2522,1971-03-01,Nainital,13.75
2523,1971-04-01,Nainital,13.987
2524,1971-05-01,Nainital,57.102
2525,1971-06-01,Nainital,206.324
2526,1971-07-01,Nainital,418.374
2527,1971-08-01,Nainital,398.287
2528,1971-09-01,Nainital,270.305
2529,1971-10-01,Nainital,135.986
2530,1971-11-01,Nainital,7.78
2531,1971-12-01,Nainital,0.265
2532,1972-01-01,Nainital,8.108
2533,1972-02-01,Nainital,30.093
2534,1972-03-01,Nainital,6.893
2535,1972-04-01,Nainital,16.548
2536,1972-05-01,Nainital,2.846
2537,1972-06-01,Nainital,79.109
2538,1972-07-01,Nainital,393.956
2539,1972-08-01,Nainital,277.294
2540,1972-09-01,Nainital,313.241
2541,1972-10-01,Nainital,36.343
2542,1972-11-01,Nainital,2.767
2543,1972-12-01,Nainital,1.707
2544,1973-01-01,Nainital,24.193
2545,1973-02-01,Nainital,17.285
2546,1973-03-01,Nainital,18.51
2547,1973-04-01,Nainital,0.117
2548,1973-05-01,Nainital,22.979
2549,1973-06-01,Nainital,245.187
2550,1973-07-01,Nainital,169.272
2551,1973-08-01,Nainital,385.993
2552,1973-09-01,Nainital,129.836
2553,1973-10-01,Nainital,98.182
2554,1973-11-01,Nainital,0.0
2555,1973-12-01,Nainital,0.265
2556,1974-01-01,Nainital,11.887
2557,1974-02-01,Nainital,10.296
2558,1974-03-01,Nainital,5.02
2559,1974-04-01,Nainital,1.966
2560,1974-05-01,Nainital,16.479
2561,1974-06-01,Nainital,94.572
2562,1974-07-01,Nainital,260.557
2563,1974-08-01,Nainital,188.604
2564,1974-09-01,Nainital,38.18
2565,1974-10-01,Nainital,16.01
2566,1974-11-01,Nainital,0.0
2567,1974-12-01,Nainital,19.635
2568,1975-01-01,Nainital,51.934
2569,1975-02-01,Nainital,20.746
2570,1975-03-01,Nainital,18.994
2571,1975-04-01,Nainital,3.252
2572,1975-05-01,Nainital,6.774
2573,1975-06-01,Nainital,159.429
2574,1975-07-01,Nainital,360.611
2575,1975-08-01,Nainital,314.491
2576,1975-09-01,Nainital,278.697
2577,1975-10-01,Nainital,21.578
2578,1975-11-01,Nainital,0.0
2579,1975-12-01,Nainital,0.0
2580,1976-01-01,Nainital,3.071
2581,1976-02-01,Nainital,42.558
2582,1976-03-01,Nainital,9.038
2583,1976-04-01,Nainital,18.131
2584,1976-05-01,Nainital,16.499
2585,1976-06-01,Nainital,104.377
2586,1976-07-01,Nainital,232.159
2587,1976-08-01,Nainital,578.697
2588,1976-09-01,Nainital,81.582
2589,1976-10-01,Nainital,6.655
2590,1976-11-01,Nainital,0.217
2591,1976-12-01,Nainital,0.675
2592,1977-01-01,Nainital,24.189
2593,1977-02-01,Nainital,4.066
2594,1977-03-01,Nainital,1.537
2595,1977-04-01,Nainital,20.381
2596,1977-05-01,Nainital,59.773
2597,1977-06-01,Nainital,135.544
2598,1977-07-01,Nainital,347.302
2599,1977-08-01,Nainital,201.726
2600,1977-09-01,Nainital,139.375
2601,1977-10-01,Nainital,17.074
2602,1977-11-01,Nainital,0.117
2603,1977-12-01,Nainital,14.057
2604,1978-01-01,Nainital,6.245
2605,1978-02-01,Nainital,14.467
2606,1978-03-01,Nainital,43.833
2607,1978-04-01,Nainital,6.935
2608,1978-05-01,Nainital,4.603
2609,1978-06-01,Nainital,139.827
2610,1978-07-01,Nainital,196.947
2611,1978-08-01,Nainital,378.632
2612,1978-09-01,Nainital,209.371
2613,1978-10-01,Nainital,12.062
2614,1978-11-01,Nainital,2.766
2615,1978-12-01,Nainital,7.145
2616,1979-01-01,Nainital,19.776
2617,1979-02-01,Nainital,32.159
2618,1979-03-01,Nainital,22.097
2619,1979-04-01,Nainital,9.771
2620,1979-05-01,Nainital,41.28
2621,1979-06-01,Nainital,73.906
2622,1979-07-01,Nainital,203.967
2623,1979-08-01,Nainital,193.504
2624,1979-09-01,Nainital,20.965
2625,1979-10-01,Nainital,0.827
2626,1979-11-01,Nainital,11.268
2627,1979-12-01,Nainital,6.605
2628,1980-01-01,Nainital,6.008
2629,1980-02-01,Nainital,15.771
2630,1980-03-01,Nainital,32.732
2631,1980-04-01,Nainital,4.072
2632,1980-05-01,Nainital,6.058
2633,1980-06-01,Nainital,216.962
2634,1980-07-01,Nainital,639.134
2635,1980-08-01,Nainital,456.474
2636,1980-09-01,Nainital,325.137
2637,1980-10-01,Nainital,39.912
2638,1980-11-01,Nainital,0.947
2639,1980-12-01,Nainital,7.35
2640,1981-01-01,Nainital,33.113
2641,1981-02-01,Nainital,11.604
2642,1981-03-01,Nainital,43.683
2643,1981-04-01,Nainital,1.894
2644,1981-05-01,Nainital,52.047
2645,1981-06-01,Nainital,137.159
2646,1981-07-01,Nainital,500.611
2647,1981-08-01,Nainital,146.444
2648,1981-09-01,Nainital,97.751
2649,1981-10-01,Nainital,0.388
2650,1981-11-01,Nainital,16.615
2651,1981-12-01,Nainital,2.41
2652,1982-01-01,Nainital,28.168
2653,1982-02-01,Nainital,11.379
2654,1982-03-01,Nainital,64.311
2655,1982-04-01,Nainital,21.694
2656,1982-05-01,Nainital,43.984
2657,1982-06-01,Nainital,48.501
2658,1982-07-01,Nainital,213.252
2659,1982-08-01,Nainital,498.681
2660,1982-09-01,Nainital,87.426
2661,1982-10-01,Nainital,17.249
2662,1982-11-01,Nainital,2.353
2663,1982-12-01,Nainital,12.107
2664,1983-01-01,Nainital,52.278
2665,1983-02-01,Nainital,9.766
2666,1983-03-01,Nainital,16.392
2667,1983-04-01,Nainital,51.095
2668,1983-05-01,Nainital,58.966
2669,1983-06-01,Nainital,182.294
2670,1983-07-01,Nainital,268.638
2671,1983-08-01,Nainital,176.118
2672,1983-09-01,Nainital,399.025
2673,1983-10-01,Nainital,40.432
2674,1983-11-01,Nainital,0.0
2675,1983-12-01,Nainital,8.297
2676,1984-01-01,Nainital,11.049
2677,1984-02-01,Nainital,70.502
2678,1984-03-01,Nainital,4.95
2679,1984-04-01,Nainital,20.179
2680,1984-05-01,Nainital,1.13
2681,1984-06-01,Nainital,184.436
2682,1984-07-01,Nainital,205.845
2683,1984-08-01,Nainital,202.688
2684,1984-09-01,Nainital,61.334
2685,1984-10-01,Nainital,3.633
2686,1984-11-01,Nainital,0.0
2687,1984-12-01,Nainital,6.254
2688,1985-01-01,Nainital,15.098
2689,1985-02-01,Nainital,1.518
2690,1985-03-01,Nainital,1.312
2691,1985-04-01,Nainital,14.272
2692,1985-05-01,Nainital,31.684
2693,1985-06-01,Nainital,140.796
2694,1985-07-01,Nainital,321.913
2695,1985-08-01,Nainital,342.776
2696,1985-09-01,Nainital,184.624
2697,1985-10-01,Nainital,103.986
2698,1985-11-01,Nainital,0.0
2699,1985-12-01,Nainital,33.56
2700,1986-01-01,Nainital,5.48
2701,1986-02-01,Nainital,26.451
2702,1986-03-01,Nainital,11.021
2703,1986-04-01,Nainital,19.533
2704,1986-05-01,Nainital,59.938
2705,1986-06-01,Nainital,77.262
2706,1986-07-01,Nainital,434.442
2707,1986-08-01,Nainital,209.821
2708,1986-09-01,Nainital,180.344
2709,1986-10-01,Nainital,26.275
2710,1986-11-01,Nainital,5.15
2711,1986-12-01,Nainital,46.099
2712,1987-01-01,Nainital,15.245
2713,1987-02-01,Nainital,25.659
2714,1987-03-01,Nainital,6.568
2715,1987-04-01,Nainital,5.029
2716,1987-05-01,Nainital,57.759
2717,1987-06-01,Nainital,11.84
2718,1987-07-01,Nainital,89.164
2719,1987-08-01,Nainital,239.771
2720,1987-09-01,Nainital,76.48
2721,1987-10-01,Nainital,12.612
2722,1987-11-01,Nainital,0.0
2723,1987-12-01,Nainital,6.669
2724,1988-01-01,Nainital,6.673
2725,1988-02-01,Nainital,26.184
2726,1988-03-01,Nainital,15.253
2727,1988-04-01,Nainital,18.972
2728,1988-05-01,Nainital,19.344
2729,1988-06-01,Nainital,122.056
2730,1988-07-01,Nainital,491.439
2731,1988-08-01,Nainital,437.5
2732,1988-09-01,Nainital,119.086
2733,1988-10-01,Nainital,1.6
2734,1988-11-01,Nainital,0.5
2735,1988-12-01,Nainital,15.205
2736,1989-01-01,Nainital,45.48
2737,1989-02-01,Nainital,9.998
2738,1989-03-01,Nainital,17.644
2739,1989-04-01,Nainital,0.872
2740,1989-05-01,Nainital,20.283
2741,1989-06-01,Nainital,159.601
2742,1989-07-01,Nainital,273.381
2743,1989-08-01,Nainital,272.501
2744,1989-09-01,Nainital,145.18
2745,1989-10-01,Nainital,6.466
2746,1989-11-01,Nainital,3.003
2747,1989-12-01,Nainital,4.944
2748,1990-01-01,Nainital,0.244
2749,1990-02-01,Nainital,45.137
2750,1990-03-01,Nainital,24.954
2751,1990-04-01,Nainital,7.466
2752,1990-05-01,Nainital,46.364
2753,1990-06-01,Nainital,105.036
2754,1990-07-01,Nainital,441.574
2755,1990-08-01,Nainital,339.16
2756,1990-09-01,Nainital,129.654
2757,1990-10-01,Nainital,19.885
2758,1990-11-01,Nainital,6.552
2759,1990-12-01,Nainital,34.655
2760,1991-01-01,Nainital,4.06
2761,1991-02-01,Nainital,23.077
2762,1991-03-01,Nainital,18.12
2763,1991-04-01,Nainital,18.229
2764,1991-05-01,Nainital,55.34
2765,1991-06-01,Nainital,35.386
2766,1991-07-01,Nainital,8.173
2767,1991-08-01,Nainital,280.018
2768,1991-09-01,Nainital,77.469
2769,1991-10-01,Nainital,0.266
2770,1991-11-01,Nainital,3.055
2771,1991-12-01,Nainital,10.202
2772,1992-01-01,Nainital,27.562
2773,1992-02-01,Nainital,31.946
2774,1992-03-01,Nainital,11.32
2775,1992-04-01,Nainital,7.894
2776,1992-05-01,Nainital,22.58
2777,1992-06-01,Nainital,94.824
2778,1992-07-01,Nainital,193.85
2779,1992-08-01,Nainital,290.172
2780,1992-09-01,Nainital,103.157
2781,1992-10-01,Nainital,23.766
2782,1992-11-01,Nainital,13.646
2783,1992-12-01,Nainital,0.0
2784,1993-01-01,Nainital,18.024
2785,1993-02-01,Nainital,8.056
2786,1993-03-01,Nainital,26.101
2787,1993-04-01,Nainital,8.742
2788,1993-05-01,Nainital,34.53
2789,1993-06-01,Nainital,242.405
2790,1993-07-01,Nainital,334.261
2791,1993-08-01,Nainital,126.13
2792,1993-09-01,Nainital,296.007
2793,1993-10-01,Nainital,0.377
2794,1993-11-01,Nainital,0.0
2795,1993-12-01,Nainital,0.0
2796,1994-01-01,Nainital,6.449
2797,1994-02-01,Nainital,3.246
2798,1994-03-01,Nainital,25.325
2799,1994-04-01,Nainital,11.253
2800,1994-05-01,Nainital,28.994
2801,1994-06-01,Nainital,91.633
2802,1994-07-01,Nainital,367.192
2803,1994-08-01,Nainital,327.632
2804,1994-09-01,Nainital,66.704
2805,1994-10-01,Nainital,0.347
2806,1994-11-01,Nainital,0.0
2807,1994-12-01,Nainital,0.559
2808,1995-01-01,Nainital,33.032
2809,1995-02-01,Nainital,32.432
2810,1995-03-01,Nainital,53.781
2811,1995-04-01,Nainital,12.551
2812,1995-05-01,Nainital,4.041
2813,1995-06-01,Nainital,89.219
2814,1995-07-01,Nainital,254.274
2815,1995-08-01,Nainital,452.217
2816,1995-09-01,Nainital,274.305
2817,1995-10-01,Nainital,0.312
2818,1995-11-01,Nainital,9.281
2819,1995-12-01,Nainital,3.483
2820,1996-01-01,Nainital,39.929
2821,1996-02-01,Nainital,31.138
2822,1996-03-01,Nainital,9.578
2823,1996-04-01,Nainital,8.448
2824,1996-05-01,Nainital,29.78
2825,1996-06-01,Nainital,172.073
2826,1996-07-01,Nainital,250.643
2827,1996-08-01,Nainital,324.85
2828,1996-09-01,Nainital,265.749
2829,1996-10-01,Nainital,35.411
2830,1996-11-01,Nainital,0.0
2831,1996-12-01,Nainital,0.044
2832,1997-01-01,Nainital,15.797
2833,1997-02-01,Nainital,5.171
2834,1997-03-01,Nainital,13.604
2835,1997-04-01,Nainital,3.563
2836,1997-05-01,Nainital,37.5
2837,1997-06-01,Nainital,199.945
2838,1997-07-01,Nainital,91.184
2839,1997-08-01,Nainital,257.18
2840,1997-09-01,Nainital,76.658
2841,1997-10-01,Nainital,39.163
2842,1997-11-01,Nainital,9.241
2843,1997-12-01,Nainital,9.811
2844,1998-01-01,Nainital,7.793
2845,1998-02-01,Nainital,21.887
2846,1998-03-01,Nainital,40.808
2847,1998-04-01,Nainital,24.081
2848,1998-05-01,Nainital,23.193
2849,1998-06-01,Nainital,19.12
2850,1998-07-01,Nainital,322.755
2851,1998-08-01,Nainital,459.075
2852,1998-09-01,Nainital,92.615
2853,1998-10-01,Nainital,38.595
2854,1998-11-01,Nainital,3.319
2855,1998-12-01,Nainital,0.042
2856,1999-01-01,Nainital,11.226
2857,1999-02-01,Nainital,8.956
2858,1999-03-01,Nainital,0.244
2859,1999-04-01,Nainital,0.095
2860,1999-05-01,Nainital,22.106
2861,1999-06-01,Nainital,140.061
2862,1999-07-01,Nainital,122.972
2863,1999-08-01,Nainital,108.568
2864,1999-09-01,Nainital,188.845
2865,1999-10-01,Nainital,37.693
2866,1999-11-01,Nainital,0.018
2867,1999-12-01,Nainital,7.239
2868,2000-01-01,Nainital,11.06
2869,2000-02-01,Nainital,44.744
2870,2000-03-01,Nainital,8.997
2871,2000-04-01,Nainital,4.264
2872,2000-05-01,Nainital,34.883
2873,2000-06-01,Nainital,178.341
2874,2000-07-01,Nainital,192.442
2875,2000-08-01,Nainital,293.656
2876,2000-09-01,Nainital,95.259
2877,2000-10-01,Nainital,0.277
2878,2000-11-01,Nainital,0.0
2879,2000-12-01,Nainital,0.954
2880,1971-01-01,Pithoragarh,26.464
2881,1971-02-01,Pithoragarh,32.829
2882,1971-03-01,Pithoragarh,27.923
2883,1971-04-01,Pithoragarh,35.575
2884,1971-05-01,Pithoragarh,182.888
2885,1971-06-01,Pithoragarh,222.005
2886,1971-07-01,Pithoragarh,428.897
2887,1971-08-01,Pithoragarh,310.03
2888,1971-09-01,Pithoragarh,254.896
2889,1971-10-01,Pithoragarh,188.102
2890,1971-11-01,Pithoragarh,15.008
2891,1971-12-01,Pithoragarh,0.366
2892,1972-01-01,Pithoragarh,19.505
2893,1972-02-01,Pithoragarh,49.1
2894,1972-03-01,Pithoragarh,17.847
2895,1972-04-01,Pithoragarh,43.131
2896,1972-05-01,Pithoragarh,26.68
